16-A00-6010-11-60,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/011/011_0065.tif/2133,556,3968,2819/,300/0/default.jpg"
16-A00-6010-1-239,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/001/001_0045.tif/2055,441,3866,2870/,300/0/default.jpg"
16-A00-6010-6-96,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/006/006_0068.tif/1242,780,4957,3656/,300/0/default.jpg"
16-A00-6010-15-23,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/015/015_0014.tif/887,521,2846,4325/,300/0/default.jpg"
16-A00-6010-15-132,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/015/015_0056.tif/3727,1034,2768,3827/,300/0/default.jpg"
16-A00-6010-4-427,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/004/004_0053.tif/3627,760,261,798/,300/0/default.jpg"
16-A00-6010-4-132,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/004/004_0017.tif/2258,1655,993,744/,300/0/default.jpg"
16-A00-6010-4-44,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/004/004_0007.tif/948,2669,1286,1849/,300/0/default.jpg"
16-A00-6010-6-79,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/006/006_0051.tif/1077,518,5152,3955/,300/0/default.jpg"
16-A00-6010-5-132,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/005/005_0033.tif/3859,3129,829,1225/,300/0/default.jpg"
16-A00-6010-12-70,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/012/012_0014.tif/977,1622,2512,976/,300/0/default.jpg"
16-A00-6010-5-6,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/005/005_0003.tif/962,627,3060,2439/,300/0/default.jpg"
16-A00-6010-3-119,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/003/003_0039.tif/4645,644,1419,1905/,300/0/default.jpg"
16-A00-6010-9-103,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/009/009_0021.tif/5549,3454,508,1449/,300/0/default.jpg"
16-A00-6010-10-110,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/010/010_0026.tif/1004,604,1431,3977/,300/0/default.jpg"
16-A00-6010-5-86,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/005/005_0024.tif/2178,2946,1470,1564/,300/0/default.jpg"
16-A00-6010-2-119,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/002/002_0038.tif/4217,3523,1027,944/,300/0/default.jpg"
16-A00-6010-13-119,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/013/013_0039.tif/1240,3653,2171,1314/,300/0/default.jpg"
16-A00-6010-5-69,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/005/005_0021.tif/1018,2327,1330,1456/,300/0/default.jpg"
16-A00-6010-1-110,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/001/001_0017.tif/4256,3487,596,841/,300/0/default.jpg"
16-A00-6010-7-54,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/007/007_0032.tif/1047,705,2392,3648/,300/0/default.jpg"
16-A00-6010-3-17,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/003/003_0007.tif/1719,2872,2857,1632/,300/0/default.jpg"
16-A00-6010-12-119,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/012/012_0025.tif/1031,518,5249,3988/,300/0/default.jpg"
16-A00-6010-15-165,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/015/015_0074.tif/4179,653,2278,2426/,300/0/default.jpg"
16-A00-6010-15-74,"https://iiif.dl.itc.u-tokyo.ac.jp/iiif/kunshujou/A00_6010/015/015_0040.tif/2490,2412,1274,2231/,300/0/default.jpg"
